"Game","Team","","TOI","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","xGF/60","xGA/60","xGF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","HDSH%","HDSV%","SH%","SV%","PDO"
" 2021-10-28 - Sabres 4, Ducks 3","Anaheim Ducks","Limited ReportFull Report","56.9","50.8","51.43","49.69","42.33","39.83","51.52","33.77","26.08","56.42","1.98","2.22","47.11","2.66","2.2","54.75","29.12","26.23","52.60","15.26","4.69","76.51","0.98","1.13","46.46","6.82","75.83","5.86","91.49","0.973"
" 2021-10-28 - Jets 3, Kings 2","Winnipeg Jets","Limited ReportFull Report","45.916666666667","56.8","55.38","50.64","43.16","42.91","50.14","32.26","35.54","47.58","2.76","2.44","53.09","3.27","2.85","53.42","32.98","29.95","52.41","18.26","14.86","55.13","1.38","1.2","53.56","9.09","89.38","8.56","93.13","1.017"
" 2021-10-28 - Jets 3, Kings 2","Los Angeles Kings","Limited ReportFull Report","45.916666666667","55.38","56.8","49.36","42.91","43.16","49.86","35.54","32.26","52.42","2.44","2.76","46.91","2.85","3.27","46.58","29.95","32.98","47.59","14.86","18.26","44.87","1.2","1.38","46.44","10.62","90.91","6.87","91.44","0.983"
" 2021-10-28 - Canadiens 4, Sharks 0","Montreal Canadiens","Limited ReportFull Report","45.966666666667","50.38","56.96","46.93","37.99","39.68","48.91","31.79","31.64","50.12","2.78","0","100.00","3.06","2.32","56.86","20.54","31.86","39.20","11.65","11.1","51.20","1.38","0","100.00","11.89","100.00","8.76","100.00","1.088"
" 2021-10-28 - Canadiens 4, Sharks 0","San Jose Sharks","Limited ReportFull Report","45.966666666667","56.96","50.38","53.07","39.68","37.99","51.09","31.64","31.79","49.88","0","2.78","0.00","2.32","3.06","43.14","31.86","20.54","60.80","11.1","11.65","48.80","0","1.38","0.00","0.00","88.11","0.00","91.24","0.912"
" 2021-10-28 - Wild 1, Kraken 4","Minnesota Wild","Limited ReportFull Report","45.05","44.88","63.54","41.40","34.67","50.06","40.92","29.46","39.58","42.67","1.41","2.49","36.13","1.68","3.04","35.60","19.13","34.77","35.49","5.58","12.78","30.38","0","1.25","0.00","0.00","90.30","4.78","93.72","0.985"
" 2021-10-28 - Wild 1, Kraken 4","Seattle Kraken","Limited ReportFull Report","45.05","63.54","44.88","58.60","50.06","34.67","59.08","39.58","29.46","57.33","2.49","1.41","63.87","3.04","1.68","64.40","34.77","19.13","64.51","12.78","5.58","69.62","1.25","0","100.00","9.70","100.00","6.28","95.22","1.015"
" 2021-10-29 - Panthers 3, Red Wings 2","Florida Panthers","Limited ReportFull Report","46.183333333333","79.74","46.32","63.26","50.8","38.37","56.97","37.86","27.74","57.71","2.77","2.44","53.22","3.37","3.15","51.64","41.15","33.19","55.36","18.68","14.1","56.99","2.78","1.19","69.99","24.36","89.85","7.32","91.22","0.985"
" 2021-10-29 - Panthers 3, Red Wings 2","Detroit Red Wings","Limited ReportFull Report","46.183333333333","46.32","79.74","36.74","38.37","50.8","43.03","27.74","37.86","42.29","2.44","2.77","46.78","3.15","3.37","48.36","33.19","41.15","44.64","14.1","18.68","43.01","1.19","2.78","30.01","10.15","75.64","8.78","92.68","1.015"
" 2021-10-29 - Blue Jackets 0, Rangers 4","Columbus Blue Jackets","Limited ReportFull Report","46.9","56.38","64.84","46.51","45.06","49.41","47.70","31.8","34.59","47.90","0","2.47","0.00","2.32","2.76","45.62","33.8","33.33","50.35","8.89","11.28","44.08","0","0","-","0.00","100.00","0.00","92.85","0.929"
" 2021-10-29 - Blue Jackets 0, Rangers 4","New York Rangers","Limited ReportFull Report","46.9","64.84","56.38","53.49","49.41","45.06","52.30","34.59","31.8","52.10","2.47","0","100.00","2.76","2.32","54.38","33.33","33.8","49.65","11.28","8.89","55.92","0","0","-","0.00","100.00","7.15","100.00","1.071"
" 2021-10-29 - Coyotes 0, Capitals 2","Arizona Coyotes","Limited ReportFull Report","43.233333333333","45.11","52.58","46.17","23.98","40.4","37.25","18.29","29.76","38.06","0","0","-","1.39","2.25","38.14","28.95","23.77","54.91","7.31","12.97","36.02","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-29 - Coyotes 0, Capitals 2","Washington Capitals","Limited ReportFull Report","43.233333333333","52.58","45.11","53.83","40.4","23.98","62.75","29.76","18.29","61.94","0","0","-","2.25","1.39","61.86","23.77","28.95","45.09","12.97","7.31","63.98","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-29 - Blackhawks 3, Hurricanes 6","Chicago Blackhawks","Limited ReportFull Report","40.666666666667","46.02","56.65","44.82","36.72","43.84","45.58","24.23","36.17","40.12","1.56","7.05","18.12","1.97","2.47","44.34","19.12","22.32","46.14","7.6","10.07","43.00","1.56","4.2","27.09","25.59","58.77","6.43","80.52","0.870"
" 2021-10-29 - Blackhawks 3, Hurricanes 6","Carolina Hurricanes","Limited ReportFull Report","40.666666666667","56.65","46.02","55.18","43.84","36.72","54.42","36.17","24.23","59.88","7.05","1.56","81.88","2.47","1.97","55.66","22.32","19.12","53.86","10.07","7.6","57.00","4.2","1.56","72.91","41.23","74.41","19.48","93.57","1.130"
" 2021-10-29 - Senators 4, Stars 1","Ottawa Senators","Limited ReportFull Report","49.7","47.86","59.07","44.76","36.32","45.99","44.13","29.54","35.93","45.11","3.83","0","100.00","2.14","2.85","42.85","26.96","36.73","42.33","13.53","14.77","47.80","2.59","0","100.00","21.13","100.00","12.97","100.00","1.130"
" 2021-10-29 - Senators 4, Stars 1","Dallas Stars","Limited ReportFull Report","49.7","59.07","47.86","55.24","45.99","36.32","55.87","35.93","29.54","54.89","0","3.83","0.00","2.85","2.14","57.15","36.73","26.96","57.67","14.77","13.53","52.20","0","2.59","0.00","0.00","78.87","0.00","87.03","0.870"
" 2021-10-29 - Ducks 4, Golden Knights 5","Anaheim Ducks","Limited ReportFull Report","54","56.58","73.54","43.48","38.25","56.33","40.44","29.73","44.72","39.93","4.49","4.34","50.87","3.64","3.97","47.82","30.58","29.93","50.54","16.59","16.35","50.38","4.56","3.22","58.63","34.81","75.85","15.12","90.30","1.054"
" 2021-10-29 - Ducks 4, Golden Knights 5","Vegas Golden Knights","Limited ReportFull Report","54","73.54","56.58","56.52","56.33","38.25","59.56","44.72","29.73","60.07","4.34","4.49","49.13","3.97","3.64","52.18","29.93","30.58","49.46","16.35","16.59","49.62","3.22","4.56","41.37","24.15","65.19","9.70","84.88","0.946"
" 2021-10-30 - Panthers 2, Bruins 3","Florida Panthers","Limited ReportFull Report","55.6","51.43","43.94","53.92","41.35","31.34","56.89","36.82","27.27","57.45","1.09","1.02","51.74","1.54","2.18","41.40","22.76","24.64","48.01","7","8.07","46.44","1.09","0","100.00","23.65","100.00","2.96","96.27","0.992"
" 2021-10-30 - Panthers 2, Bruins 3","Boston Bruins","Limited ReportFull Report","55.6","43.94","51.43","46.08","31.34","41.35","43.11","27.27","36.82","42.55","1.02","1.09","48.26","2.18","1.54","58.60","24.64","22.76","51.99","8.07","7","53.56","0","1.09","0.00","0.00","76.35","3.73","97.04","1.008"
" 2021-10-30 - Red Wings 4, Maple Leafs 5","Detroit Red Wings","Limited ReportFull Report","53.133333333333","47.12","70.2","40.17","36.11","53.83","40.15","29.18","41.75","41.14","2.29","4.41","34.16","1.49","3.33","30.85","16.27","41.85","27.99","7.13","21.68","24.75","1.17","2.24","34.35","19.95","86.41","7.85","89.43","0.973"
" 2021-10-30 - Red Wings 4, Maple Leafs 5","Toronto Maple Leafs","Limited ReportFull Report","53.133333333333","70.2","47.12","59.83","53.83","36.11","59.85","41.75","29.18","58.86","4.41","2.29","65.84","3.33","1.49","69.15","41.85","16.27","72.01","21.68","7.13","75.25","2.24","1.17","65.65","13.59","80.05","10.57","92.15","1.027"
" 2021-10-30 - Devils 4, Penguins 2","New Jersey Devils","Limited ReportFull Report","46.933333333333","62.65","49.15","56.04","48.56","39.26","55.30","43.14","33.3","56.44","2.67","2.39","52.79","2.47","2.34","51.40","28.03","20.67","57.56","12.1","10.7","53.06","0","2.38","0.00","0.00","71.68","6.19","92.83","0.990"
" 2021-10-30 - Devils 4, Penguins 2","Pittsburgh Penguins","Limited ReportFull Report","46.933333333333","49.15","62.65","43.96","39.26","48.56","44.70","33.3","43.14","43.56","2.39","2.67","47.21","2.34","2.47","48.60","20.67","28.03","42.44","10.7","12.1","46.94","2.38","0","100.00","28.32","100.00","7.17","93.81","1.010"
" 2021-10-30 - Blackhawks 0, Blues 1","Chicago Blackhawks","Limited ReportFull Report","48.333333333333","55.6","68.67","44.74","44.26","54.9","44.63","26.41","37.87","41.08","0","0","-","2.8","3.55","44.16","36.24","44.17","45.07","11.82","14.16","45.51","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-30 - Blackhawks 0, Blues 1","St Louis Blues","Limited ReportFull Report","48.333333333333","68.67","55.6","55.26","54.9","44.26","55.37","37.87","26.41","58.92","0","0","-","3.55","2.8","55.84","44.17","36.24","54.93","14.16","11.82","54.49","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-30 - Islanders 2, Predators 3","New York Islanders","Limited ReportFull Report","43.25","56.36","47.62","54.20","47.3","37.73","55.63","36.82","18.07","67.08","0","2.56","0.00","1.63","2","44.86","23.9","20.49","53.84","3.03","7.56","28.58","0","1.27","0.00","0.00","74.95","0.00","85.82","0.858"
" 2021-10-30 - Islanders 2, Predators 3","Nashville Predators","Limited ReportFull Report","43.25","47.62","56.36","45.80","37.73","47.3","44.37","18.07","36.82","32.92","2.56","0","100.00","2","1.63","55.14","20.49","23.9","46.16","7.56","3.03","71.42","1.27","0","100.00","25.05","100.00","14.18","100.00","1.142"
" 2021-10-30 - Wild 1, Avalanche 4","Minnesota Wild","Limited ReportFull Report","49.166666666667","59.96","57.42","51.08","40.57","38.42","51.36","29.71","29.85","49.88","0","2.3","0.00","1.66","1.91","46.49","25.84","28.94","47.16","4.99","7.24","40.77","0","0","-","0.00","100.00","0.00","92.29","0.923"
" 2021-10-30 - Wild 1, Avalanche 4","Colorado Avalanche","Limited ReportFull Report","49.166666666667","57.42","59.96","48.92","38.42","40.57","48.64","29.85","29.71","50.12","2.3","0","100.00","1.91","1.66","53.51","28.94","25.84","52.84","7.24","4.99","59.23","0","0","-","0.00","100.00","7.71","100.00","1.077"
" 2021-10-30 - Flyers 0, Flames 4","Philadelphia Flyers","Limited ReportFull Report","45.266666666667","39.45","58.54","40.26","25.49","46.51","35.41","21.62","34.84","38.29","0","1.32","0.00","1.62","2.57","38.66","15.79","37.52","29.63","4.05","12.56","24.40","0","0","-","0.00","100.00","0.00","96.21","0.962"
" 2021-10-30 - Flyers 0, Flames 4","Calgary Flames","Limited ReportFull Report","45.266666666667","58.54","39.45","59.74","46.51","25.49","64.59","34.84","21.62","61.71","1.32","0","100.00","2.57","1.62","61.34","37.52","15.79","70.37","12.56","4.05","75.60","0","0","-","0.00","100.00","3.79","100.00","1.038"
" 2021-10-30 - Oilers 2, Canucks 1","Edmonton Oilers","Limited ReportFull Report","52.433333333333","63.19","48.83","56.41","48.83","36.11","57.48","36.35","23.97","60.27","0","0","-","3.2","2.03","61.10","31.31","28.79","52.09","10.19","7.1","58.93","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-30 - Oilers 2, Canucks 1","Vancouver Canucks","Limited ReportFull Report","52.433333333333","48.83","63.19","43.59","36.11","48.83","42.52","23.97","36.35","39.73","0","0","-","2.03","3.2","38.90","28.79","31.31","47.91","7.1","10.19","41.07","0","0","-","0.00","100.00","0.00","100.00","1.000"
" 2021-10-30 - Canadiens 2, Kings 5","Montreal Canadiens","Limited ReportFull Report","48.116666666667","48.82","65.36","42.76","35.97","48.78","42.44","28.38","36.28","43.89","2.57","2.38","51.91","2.51","2.95","45.96","34.2","35.2","49.28","10.33","14.46","41.67","0","1.2","0.00","0.00","89.07","9.05","93.44","1.025"
" 2021-10-30 - Canadiens 2, Kings 5","Los Angeles Kings","Limited ReportFull Report","48.116666666667","65.36","48.82","57.24","48.78","35.97","57.56","36.28","28.38","56.11","2.38","2.57","48.09","2.95","2.51","54.04","35.2","34.2","50.72","14.46","10.33","58.33","1.2","0","100.00","10.93","100.00","6.56","90.95","0.975"
" 2021-10-30 - Jets 1, Sharks 2","Winnipeg Jets","Limited ReportFull Report","56","71.01","54.48","56.59","55.63","44.24","55.70","37.34","33.43","52.76","1.08","1.01","51.74","3.31","2.49","57.14","33.91","26.17","56.44","11.15","10.15","52.34","1.08","1.01","51.76","14.17","89.02","2.90","96.98","0.999"
" 2021-10-30 - Jets 1, Sharks 2","San Jose Sharks","Limited ReportFull Report","56","54.48","71.01","43.41","44.24","55.63","44.30","33.43","37.34","47.24","1.01","1.08","48.26","2.49","3.31","42.86","26.17","33.91","43.56","10.15","11.15","47.66","1.01","1.08","48.24","10.98","85.83","3.02","97.10","1.001"
" 2021-10-31 - Blue Jackets 4, Devils 3","Columbus Blue Jackets","Limited ReportFull Report","51.716666666667","55.3","61.97","47.16","33.79","44.3","43.27","23.35","35.97","39.37","2.4","3.26","42.39","2.33","2.46","48.64","34.63","37.2","48.21","9.51","10.95","46.48","0","2.16","0.00","0.00","80.49","10.27","90.93","1.012"
" 2021-10-31 - Blue Jackets 4, Devils 3","New Jersey Devils","Limited ReportFull Report","51.716666666667","61.97","55.3","52.84","44.3","33.79","56.73","35.97","23.35","60.63","3.26","2.4","57.61","2.46","2.33","51.36","37.2","34.63","51.79","10.95","9.51","53.52","2.16","0","100.00","19.51","100.00","9.07","89.73","0.988"
" 2021-10-31 - Coyotes 1, Hurricanes 2","Arizona Coyotes","Limited ReportFull Report","42.133333333333","38.43","75.33","33.78","30.54","53.04","36.54","24.34","37.38","39.44","1.5","1.32","53.35","2.05","3.73","35.42","16.91","31.23","35.12","9.32","19.3","32.57","1.51","0","100.00","16.28","100.00","6.18","96.48","1.027"
" 2021-10-31 - Coyotes 1, Hurricanes 2","Carolina Hurricanes","Limited ReportFull Report","42.133333333333","75.33","38.43","66.22","53.04","30.54","63.46","37.38","24.34","60.56","1.32","1.5","46.65","3.73","2.05","64.58","31.23","16.91","64.88","19.3","9.32","67.43","0","1.51","0.00","0.00","83.72","3.52","93.82","0.973"
" 2021-10-31 - Canadiens 2, Ducks 4","Montreal Canadiens","Limited ReportFull Report","42.1","36.38","41.76","46.56","22.48","29.92","42.90","18.24","20.02","47.67","1.44","1.34","51.74","1.74","1.46","54.48","15.83","15.3","50.86","11.7","4","74.54","1.44","1.34","51.76","14.17","50.24","7.90","93.28","1.012"
" 2021-10-31 - Canadiens 2, Ducks 4","Anaheim Ducks","Limited ReportFull Report","42.1","41.76","36.38","53.44","29.92","22.48","57.10","20.02","18.24","52.33","1.34","1.44","48.26","1.46","1.74","45.52","15.3","15.83","49.14","4","11.7","25.46","1.34","1.44","48.24","49.76","85.83","6.72","92.10","0.988"
" 2021-10-31 - Sabres 2, Kings 3","Buffalo Sabres","Limited ReportFull Report","44.7","43.98","53.07","45.32","33.7","41.75","44.66","29.41","29.14","50.23","1.44","2.54","36.22","2.66","2.68","49.81","21.37","26.04","45.08","14.44","10.89","57.01","1.45","2.51","36.65","12.65","70.80","4.91","91.27","0.962"
" 2021-10-31 - Sabres 2, Kings 3","Los Angeles Kings","Limited ReportFull Report","44.7","53.07","43.98","54.68","41.75","33.7","55.34","29.14","29.41","49.77","2.54","1.44","63.78","2.68","2.66","50.19","26.04","21.37","54.92","10.89","14.44","42.99","2.51","1.45","63.35","29.20","87.35","8.73","95.09","1.038"
" 2021-10-31 - Rangers 3, Kraken 1","New York Rangers","Limited ReportFull Report","47.966666666667","47.61","58.08","45.05","33.74","41.41","44.90","22.79","22.94","49.83","2.64","1.16","69.58","1.49","2.24","39.88","16.3","26.24","38.32","5.52","12.41","30.81","0","0","-","0.00","100.00","11.60","94.96","1.066"
" 2021-10-31 - Rangers 3, Kraken 1","Seattle Kraken","Limited ReportFull Report","47.966666666667","58.08","47.61","54.95","41.41","33.74","55.10","22.94","22.79","50.17","1.16","2.64","30.42","2.24","1.49","60.12","26.24","16.3","61.68","12.41","5.52","69.19","0","0","-","0.00","100.00","5.04","88.40","0.934"
" 2021-11-01 - Capitals 2, Lightning 3","Washington Capitals","Limited ReportFull Report","43.833333333333","47.79","42.77","52.77","39.85","32.31","55.23","29.21","24.33","54.55","1.45","2.62","35.58","2.03","1.96","50.95","28.52","24.1","54.19","13.29","11.74","53.11","0","2.61","0.00","0.00","67.23","4.95","89.24","0.942"
" 2021-11-01 - Capitals 2, Lightning 3","Tampa Bay Lightning","Limited ReportFull Report","43.833333333333","42.77","47.79","47.23","32.31","39.85","44.77","24.33","29.21","45.45","2.62","1.45","64.42","1.96","2.03","49.05","24.1","28.52","45.81","11.74","13.29","46.89","2.61","0","100.00","32.77","100.00","10.76","95.05","1.058"
" 2021-11-01 - Senators 1, Blackhawks 5","Ottawa Senators","Limited ReportFull Report","47.45","52.66","59.94","46.77","35.32","39.77","47.04","27.1","28.95","48.35","1.27","3.7","25.56","2.44","1.59","60.62","32.07","25.44","55.76","5.17","6.38","44.73","0","2.43","0.00","0.00","36.95","4.69","87.23","0.919"
" 2021-11-01 - Senators 1, Blackhawks 5","Chicago Blackhawks","Limited ReportFull Report","47.45","59.94","52.66","53.23","39.77","35.32","52.96","28.95","27.1","51.65","3.7","1.27","74.44","1.59","2.44","39.38","25.44","32.07","44.24","6.38","5.17","55.27","2.43","0","100.00","63.05","100.00","12.77","95.31","1.081"
" 2021-11-01 - Kraken 2, Oilers 5","Seattle Kraken","Limited ReportFull Report","46.916666666667","47.49","41.1","53.60","35.11","25.62","57.82","27.78","18.93","59.47","2.59","5","34.15","2.91","2.37","55.07","37.63","24.91","60.16","17.95","14.22","55.80","1.29","3.76","25.55","11.44","71.30","9.33","73.61","0.829"
" 2021-11-01 - Kraken 2, Oilers 5","Edmonton Oilers","Limited ReportFull Report","46.916666666667","41.1","47.49","46.40","25.62","35.11","42.18","18.93","27.78","40.53","5","2.59","65.85","2.37","2.91","44.93","24.91","37.63","39.84","14.22","17.95","44.20","3.76","1.29","74.45","28.70","88.56","26.39","90.67","1.171"
" 2021-11-02 - Golden Knights 0, Maple Leafs 4","Vegas Golden Knights","Limited ReportFull Report","52.75","42.34","67.14","38.67","31.45","42.64","42.45","25.27","33.12","43.28","0","3.33","0.00","1.67","3.1","34.99","17.21","41.39","29.37","8.87","15.71","36.08","0","2.17","0.00","0.00","84.15","0.00","89.96","0.900"
" 2021-11-02 - Golden Knights 0, Maple Leafs 4","Toronto Maple Leafs","Limited ReportFull Report","52.75","67.14","42.34","61.33","42.64","31.45","57.55","33.12","25.27","56.72","3.33","0","100.00","3.1","1.67","65.01","41.39","17.21","70.63","15.71","8.87","63.92","2.17","0","100.00","15.85","100.00","10.04","100.00","1.100"
" 2021-11-02 - Red Wings 0, Canadiens 3","Detroit Red Wings","Limited ReportFull Report","47.483333333333","40.66","77.31","34.46","29.68","61.36","32.60","24.91","51.96","32.41","0","2.44","0.00","1.85","4.96","27.16","14.74","38.6","27.64","7.55","23.95","23.97","0","1.19","0.00","0.00","93.78","0.00","95.30","0.953"
" 2021-11-02 - Red Wings 0, Canadiens 3","Montreal Canadiens","Limited ReportFull Report","47.483333333333","77.31","40.66","65.54","61.36","29.68","67.40","51.96","24.91","67.59","2.44","0","100.00","4.96","1.85","72.84","38.6","14.74","72.36","23.95","7.55","76.03","1.19","0","100.00","6.22","100.00","4.70","100.00","1.047"
" 2021-11-02 - Coyotes 0, Flyers 3","Arizona Coyotes","Limited ReportFull Report","53.75","56.99","55.89","50.48","43.4","40.5","51.73","31.85","29.71","51.74","0","2.16","0.00","2.46","2.02","54.95","29.08","23.61","55.20","15.32","9.53","61.65","0","1.05","0.00","0.00","75.52","0.00","92.74","0.927"
" 2021-11-02 - Coyotes 0, Flyers 3","Philadelphia Flyers","Limited ReportFull Report","53.75","55.89","56.99","49.52","40.5","43.4","48.27","29.71","31.85","48.26","2.16","0","100.00","2.02","2.46","45.05","23.61","29.08","44.80","9.53","15.32","38.35","1.05","0","100.00","24.48","100.00","7.26","100.00","1.073"
" 2021-11-02 - Senators 4, Wild 5","Ottawa Senators","Limited ReportFull Report","45.483333333333","36.5","83.62","30.39","32.73","61.27","34.82","24.91","46.96","34.66","4.07","3.85","51.37","1.85","4.29","30.16","18.85","38.46","32.89","8.23","18.78","30.47","2.76","2.55","52.02","50.63","83.31","16.34","91.80","1.081"
" 2021-11-02 - Senators 4, Wild 5","Minnesota Wild","Limited ReportFull Report","45.483333333333","83.62","36.5","69.61","61.27","32.73","65.18","46.96","24.91","65.34","3.85","4.07","48.63","4.29","1.85","69.84","38.46","18.85","67.11","18.78","8.23","69.53","2.55","2.76","47.98","16.69","49.37","8.20","83.66","0.919"
" 2021-11-02 - Stars 3, Jets 4","Dallas Stars","Limited ReportFull Report","52.633333333333","44.52","57.03","43.84","34.11","41.06","45.38","25.41","29.25","46.49","2.31","1.08","68.19","2.3","1.88","55.09","23.72","21.43","52.54","10.31","5.5","65.20","2.3","1.07","68.21","33.80","66.83","9.07","96.32","1.054"
" 2021-11-02 - Stars 3, Jets 4","Winnipeg Jets","Limited ReportFull Report","52.633333333333","57.03","44.52","56.16","41.06","34.11","54.62","29.25","25.41","53.51","1.08","2.31","31.81","1.88","2.3","44.91","21.43","23.72","47.46","5.5","10.31","34.80","1.07","2.3","31.79","33.17","66.20","3.68","90.93","0.946"
" 2021-11-02 - Predators 3, Flames 2","Nashville Predators","Limited ReportFull Report","43.233333333333","48.21","68.38","41.35","36.36","59.52","37.93","27.56","42.72","39.21","2.93","1.28","69.58","1.94","4.39","30.70","19.15","37.67","33.71","7.54","14.13","34.79","2.94","0","100.00","49.52","100.00","10.64","97.00","1.076"
" 2021-11-02 - Predators 3, Flames 2","Calgary Flames","Limited ReportFull Report","43.233333333333","68.38","48.21","58.65","59.52","36.36","62.07","42.72","27.56","60.79","1.28","2.93","30.42","4.39","1.94","69.30","37.67","19.15","66.29","14.13","7.54","65.21","0","2.94","0.00","0.00","50.48","3.00","89.36","0.924"
" 2021-11-02 - Rangers 2, Canucks 3","New York Rangers","Limited ReportFull Report","40.65","38.86","50.43","43.53","29.49","36.84","44.46","20.24","26.17","43.62","0","2.77","0.00","1.24","2.24","35.64","15.59","26.88","36.71","4.81","13.1","26.87","0","1.37","0.00","0.00","82.55","0.00","89.42","0.894"
" 2021-11-02 - Rangers 2, Canucks 3","Vancouver Canucks","Limited ReportFull Report","40.65","50.43","38.86","56.47","36.84","29.49","55.54","26.17","20.24","56.38","2.77","0","100.00","2.24","1.24","64.36","26.88","15.59","63.29","13.1","4.81","73.13","1.37","0","100.00","17.45","100.00","10.58","100.00","1.106"
" 2021-11-02 - Devils 0, Ducks 4","New Jersey Devils","Limited ReportFull Report","38.783333333333","54.11","69.65","43.72","43.04","44","49.45","32.91","26.16","55.71","0","1.52","0.00","3.07","1.67","64.73","20.1","27.17","42.52","12.72","4.73","72.91","0","0","-","0.00","100.00","0.00","94.17","0.942"
" 2021-11-02 - Devils 0, Ducks 4","Anaheim Ducks","Limited ReportFull Report","38.783333333333","69.65","54.11","56.28","44","43.04","50.55","26.16","32.91","44.29","1.52","0","100.00","1.67","3.07","35.27","27.17","20.1","57.48","4.73","12.72","27.09","0","0","-","0.00","100.00","5.83","100.00","1.058"
" 2021-11-02 - Sabres 3, Sharks 5","Buffalo Sabres","Limited ReportFull Report","50.05","44.03","48.51","47.58","34.38","33.38","50.74","28.64","27.26","51.23","2.42","4.63","34.31","1.48","1.78","45.46","15.19","27.48","35.60","4.75","8.16","36.78","0","2.32","0.00","0.00","51.58","8.45","83.01","0.915"
" 2021-11-02 - Sabres 3, Sharks 5","San Jose Sharks","Limited ReportFull Report","50.05","48.51","44.03","52.42","33.38","34.38","49.26","27.26","28.64","48.77","4.63","2.42","65.69","1.78","1.48","54.54","27.48","15.19","64.40","8.16","4.75","63.22","2.32","0","100.00","48.42","100.00","16.99","91.55","1.085"
" 2021-11-03 - Hurricanes 4, Blackhawks 3","Carolina Hurricanes","Limited ReportFull Report","44.333333333333","68.19","45.35","60.06","41.65","35.78","53.79","29.4","28","51.22","5.54","3.89","58.74","2.63","2.03","56.39","28.74","17.03","62.79","9.6","6.34","60.22","2.77","2.61","51.44","29.18","59.20","18.84","86.10","1.049"
" 2021-11-03 - Hurricanes 4, Blackhawks 3","Chicago Blackhawks","Limited ReportFull Report","44.333333333333","45.35","68.19","39.94","35.78","41.65","46.21","28","29.4","48.78","3.89","5.54","41.26","2.03","2.63","43.61","17.03","28.74","37.21","6.34","9.6","39.78","2.61","2.77","48.56","40.80","70.82","13.90","81.16","0.951"
" 2021-11-03 - Blue Jackets 5, Avalanche 4","Columbus Blue Jackets","Limited ReportFull Report","53.033333333333","67.6","47.5","58.73","48.16","27.87","63.34","40.22","23.41","63.20","4.7","2.19","68.28","2.56","1.4","64.64","27.32","19.32","58.58","13.37","7.19","65.02","3.56","1.12","76.09","29.65","82.08","11.70","90.66","1.024"
" 2021-11-03 - Blue Jackets 5, Avalanche 4","Colorado Avalanche","Limited ReportFull Report","53.033333333333","47.5","67.6","41.27","27.87","48.16","36.66","23.41","40.22","36.80","2.19","4.7","31.72","1.4","2.56","35.36","19.32","27.32","41.42","7.19","13.37","34.98","1.12","3.56","23.91","17.92","70.35","9.34","88.30","0.976"
" 2021-11-03 - Predators 2, Oilers 5","Nashville Predators","Limited ReportFull Report","48.333333333333","55.28","51.08","51.98","43.11","34.37","55.64","32.22","26.84","54.55","1.26","3.62","25.74","2.92","1.85","61.26","37.05","28.5","56.52","13.82","8.4","62.19","0","1.17","0.00","0.00","81.01","3.90","86.50","0.904"
" 2021-11-03 - Predators 2, Oilers 5","Edmonton Oilers","Limited ReportFull Report","48.333333333333","51.08","55.28","48.02","34.37","43.11","44.36","26.84","32.22","45.45","3.62","1.26","74.26","1.85","2.92","38.74","28.5","37.05","43.48","8.4","13.82","37.81","1.17","0","100.00","18.99","100.00","13.50","96.10","1.096"
" 2021-11-03 - Blues 2, Kings 3","St Louis Blues","Limited ReportFull Report","51.283333333333","63.67","52.53","54.79","51.34","36.9","58.18","35.19","24.64","58.82","0","2.18","0.00","3.45","1.98","63.52","38.63","25.27","60.46","13.88","8.63","61.67","0","1.1","0.00","0.00","79.84","0.00","91.13","0.911"
" 2021-11-03 - Blues 2, Kings 3","Los Angeles Kings","Limited ReportFull Report","51.283333333333","52.53","63.67","45.21","36.9","51.34","41.82","24.64","35.19","41.18","2.18","0","100.00","1.98","3.45","36.48","25.27","38.63","39.54","8.63","13.88","38.33","1.1","0","100.00","20.16","100.00","8.87","100.00","1.089"
" 2021-11-04 - Red Wings 1, Bruins 5","Detroit Red Wings","Limited ReportFull Report","45.4","36.67","70","34.38","28.87","59.39","32.71","14.85","38.77","27.70","0","1.32","0.00","1.12","2.52","30.85","17.9","34.95","33.87","2.6","6.67","28.06","0","0","-","-","100.00","0.00","96.61","0.966"
" 2021-11-04 - Red Wings 1, Bruins 5","Boston Bruins","Limited ReportFull Report","45.4","70","36.67","65.62","59.39","28.87","67.29","38.77","14.85","72.30","1.32","0","100.00","2.52","1.12","69.15","34.95","17.9","66.13","6.67","2.6","71.94","0","0","-","0.00","-","3.39","100.00","1.034"
" 2021-11-04 - Lightning 1, Maple Leafs 2","Tampa Bay Lightning","Limited ReportFull Report","52.783333333333","55.77","49.01","53.23","45.39","33.15","57.79","29.44","26.08","53.03","1.2","0","100.00","2.88","2.11","57.64","33.47","25.69","56.57","15","9.03","62.42","0","0","-","0.00","100.00","4.08","100.00","1.041"
